rank,word,definition,level
9393,inflammation,"[医]炎症,燃烧,发火",4
9394,outnumber,"数量多于,比…多",4
9395,syllable,音节,4
9397,inscribe,"雕，刻,题写，题献",4
9398,deprivation,"剥夺,丧失,免职，废止",4
9399,revealing,"有启示作用的，给人启发的,透露真情的,袒胸露肩的,显示，展示,揭示，揭露,泄露",4
9400,proxy,"代表权,代理人，代替物,委托书,代理服务器",4
9401,award-winning,成功的，优等的，一流的,4
9402,clumsy,"笨拙的,复杂难懂的,得罪人的,（文体等）臃肿的",4
9403,alphabet,"字母表,字母系统,入门，初步",4
9404,punctuate,"加标点符号,不时打断,加强，强调,不时打断某事物,使用标点符号",4
9405,spaghetti,"意大利面条,[电]漆布绝缘管",4
9406,expansive,"易扩张的，膨胀性的,胸襟开阔的，豁达的,辽阔的,健谈的",4
9407,stringent,"严格的,迫切的,（货币）紧缩的",4
9408,instinctively,本能地,4
9409,limestone,石灰岩，石灰石,4
9410,pollute,"污染,玷污，亵渎,破坏（品性），使堕落",4
9411,prod,"刺针，刺棒,刺激，激励,刺激,促使…行动,（用手指或尖物）戳,捅",4
9412,sliding,"滑行的，变化的,滑动，滑行( slide的现在分词 ),滑落,下跌,打滑",4
9413,portal,"入口,桥门,[解剖学]肝门,出孔,[解剖学]门的,肝门的,门静脉的,关于门静脉的",4
9415,energize,"加强，给与…以活力,使活跃,[物]给与…能量，给与…电压",4
9416,handwriting,"书法，手书,笔迹，字迹,亲手写(handwrite的ing形式)",4
9417,motivational,动机的，动力的,4
9418,motherhood,"母亲身份,母性,母亲们（总称）",4
9419,singular,"<语>单数的,<正>突出的,奇特的,非凡的,单数形式（的词）",4
9420,hypocrisy,伪善，虚伪,4
9421,federally,"[]  [],同盟地,联邦地,联邦政府地,在联邦政府一级",4
9422,amused,"被逗笑的,愉快的,顽皮的,“amuse”的过去式和过去分词",4
9423,autism,孤独症，自我中心主义,4
9424,overt,"明显的,公然的,公开的,阳",4
9425,covered,"大量的,有遮盖物的，（尤指）有顶的,覆盖( cover的过去式和过去分词),掩护,包括",4
9426,belongings,"动产,财物,家眷,亲属",4
9429,mourning,"悲痛，哀悼,戴孝,服丧期",4
9430,guru,"领袖,专家,权威,个人的宗教教师[指导]",4
9431,backer,"支持者，赞助者,（打字机的）垫纸,（赛马等的）赌客",4
9432,outpost,"前哨,警戒部队,前哨基地,边区村落",4
9433,captive,"被俘的,被监禁的,被关押的,无法逃离的,战俘，俘虏,被（爱情等）迷住的人,自保公司",4
9435,textual,正文的，版本的，原文的,4
9436,cartel,<经>卡特尔，企业联合,4
9438,curly,"有卷发的，长卷毛的,（木材）有皱状纹理的,蜷缩的,（植物）有卷叶病的",4
9439,martian,"火星人,火星的",4
9441,gin,"杜松子酒，,轧棉机,陷阱,轧棉，用轧棉机去籽,用陷阱（网）捕捉",4
9442,duplicate,"复制,复印,重复",4
9443,coil,"（一）卷，（一）盘,盘卷之物,线圈,纷乱，纠缠不清,盘绕,卷成一圈,绕成盘状,卷绕成圈",4
9444,infer,"推断,猜想，推理,暗示,意指,作出推论",4
9445,bedtime,就寝时间,4
9447,unreasonable,"不合理的，荒唐的,非理智的，不讲理的,（收费等）不当的,过度的",4
9449,conservatism,"保守主义,守旧性,〈英〉保守党（的主张]）",4
9450,reprint,"重印版，再改版,单行本,复印的邮票,重印",4
9451,rename,给…重新取名，改名,4
9452,hunch,"预感，直觉,肉峰,隆起,向前移动",4
9453,gaming,"赌博,博奕",4
9454,fundamentalist,信奉正统派基督教的人,4
9457,lineman,养路工人，巡道员,4
9458,redeem,"赎回，挽回,履行,偿还,兑现",4
9459,richness,"丰富,浓烈,富裕,富饶",4
9460,hysterical,"情绪异常激动的,歇斯底里般的,癔病的,癔病性",4
9463,fraternity,"兄弟会,大学生联谊会,友爱",4
9464,folly,"蠢笨,愚行,讽刺剧",4
9465,germ,"[生]幼芽，胚芽,微生物,起源，萌芽",4
9466,unofficial,"非官方的，非正式的,不作为官方活动的",4
9467,butcher,"屠夫，屠户,屠杀者，刽子手,残酷的人,肉铺,屠宰,屠杀,弄砸，弄糟,把…处死刑",4
9468,chic,"<法>漂亮的，时髦的，潇洒的,别致的,高雅，雅致",4
9469,stray,"走失,偏离正题,走入歧途,（已婚者或有固定关系者）有外遇,走失的动物，离群者,迷路的孩子,不在原位置的东西,独自的，零散的,（常指宠物）走失的,无主的,意外的",4
9470,affinity,"密切关系，姻亲关系,（男女之间的）吸引力，吸引人的异性,类同,类似，近似",4
9472,drugstore,"药房（兼售化妆品等）,〈美〉杂货店",4
9473,strangle,"扼死，勒死，绞死,使…窒息,抑制,压制,窒息而死，被勒死",4
9474,haitian,"海地的,海地人",4
9475,elude,"逃避,使…迷惑,理解不了,抓不到",4
9476,appetizer,"开胃品,促进食欲的活动,刺激欲望的东西,吊胃口的东西",4
9477,replica,复制品,4
9478,sprawl,"伸开四肢坐[躺],蔓延,杂乱无序地拓展,（城市）杂乱无序拓展的地区,随意扩展,蔓延物",4
9480,contingent,"依情况而定的,取决于…的,分遣队,代表团",4
9481,daring,"勇敢,鲁莽,胆大的，勇敢的,意气风发的,敢(dare的现在分词)",4
9482,firsthand,"（得自）直接来源的[地],第一手的[地],亲身,原始",4
9483,advancing,"进步,超前,提前,推进,（使）前进( advance的现在分词 ),（使）发展,促进,提高",4
9484,twitch,"（使）抽动，（使）颤动,猛拉,（使）发生剧痛,痉挛，抽筋,猛拉，猛抽,马勒",4
9485,pup,"小狗,自负的傻小子,（小狐，小海豹等）幼小的动物,〈俚〉学生,生小狗，生小动物,生（小狗等小动物）",4
9486,tanker,"油罐车,油轮,一辆坦克乘员中的一名",4
9487,fellowship,"友谊，交情,会社，团体,研究员职位,学术奖金",4
9488,ex-wife,前妻,4
9489,overflow,"溢出，淹没,挤满，充满,洋溢,资源过剩,泛滥，溢出物,溢流管,充溢，过多,超出额,泛滥，溢出,充溢,溢出的，满出的",4
9491,carton,"尤指装食品或液体的)硬纸盒,塑料盒,硬纸盒（或塑料盒）所装物品,纸板盒,用盒包装",4
9493,engender,"产生,造成,引起,形成",4
9495,sponsorship,"赞助,发起,倡议,保证人",4
9497,brigade,"旅,把…编成旅,把…编成队",4
9498,shriek,"尖叫,引人注意,发出一种类似尖叫的声音,尖叫声,尖锐的声音：一种能使人联想起这种尖叫的声音",4
9499,elegance,"高雅,（举止、服饰、风格等的）优雅,精致物品,（思考等的）简洁",4
9500,dreadful,"可怕的,令人畏惧的,讨厌的，糟透了的，丑陋的,糟糕的,<英>惊险小说[杂志]",4
9501,artisan,技工，工匠,4
9502,paramount,"最高的，至上的,最重要的，主要的,卓越的,有最高权力的,最高，至上,有最高权力的人,元首，首长",4
9503,shoreline,"海岸线,岸边线,滨线,水线",4
9505,suffice,"足够,有能力,满足…的需要,使满足",4
9506,glamour,"魅力,诱惑力,魔力,迷人的美,迷惑,迷住",4
9507,aesthetics,"美学,美术理论,审美学,美的哲学",4
9508,sponge,"海绵,海绵状物,（用海绵）擦拭,骗取,敲詐",4
9510,powerless,"无力的，无能的,无权力的,虚弱的,无资源的",4
9511,towering,"耸立的,高大的，杰出的,强烈的,极度的,远远高于，远远超过( tower的现在分词),（在能力、品德、名声等方面）胜过，远远超过（其他人）",4
9512,limo,豪华轿车,4
9513,burgeoning,"迅速成长的，迅速发展的,发芽，抽枝( burgeon的现在分词 ),迅速发展,发（芽），抽（枝）",4
9514,dissertation,"专题论文，学位论文,学术演讲",4
9515,preferably,更可取地，更好地，宁可,4
9517,fridge,"电冰箱,冷冻机",4
9519,needless,"不需要的,不必要的,无用的,多余的,不需要地,不必要地,不需要,不必要",4
9520,inconsistency,"不一致，不协调,前后矛盾，不一贯",4
9521,terminology,"专门名词,术语，术语学,用辞",4
9522,menace,"威胁,恐吓",4
9524,opaque,"不透明的,无光泽的，晦暗的,不传导性的,含糊的，迟钝的,不透明，晦暗,[建]遮檐,遮光涂料",4
9525,rewarding,"值得的,有报酬的",4
9526,nausea,"作呕,恶心,反胃,极度厌恶",4
9527,academically,"从学术观点,关于学院或大学,关于学会或协会,以学者风度",4
9528,asparagus,"芦笋，芦笋的茎,天冬",4
9529,editing,"[]  [],编辑的,编辑( edit的现在分词 ),剪辑（电影、录音磁带、无线电或电视节目、书等）,主编（报纸、杂志等）",4
9530,optics,光学,4
9531,horseback,"马背,隆起的条状地带（山脊）,性急的，草率的，未经充分考虑的,在马背上",4
9533,fuss,"忙乱,大惊小怪,大惊小怪的人,争吵,抱怨,使烦恼，使烦忧,使急躁,瞎忙一气，过分关心",4
9534,falter,"（嗓音）颤抖,支吾其词,蹒跚,摇晃,支吾，结巴,踌躇，不稳,颤抖",4
9535,world-class,"世界级的,国际水平的",4
9536,orchid,兰花,4
9537,cracked,"有裂缝的,声音沙哑的,精神失常的,破裂,崩溃(crack的过去分词),发沙哑声",4
9539,humiliate,"使蒙羞，使丢脸，使出丑,屈辱，羞辱",4
9540,multilateral,"多方面的，多边的,多国的,多国参加的",4
9541,hastily,"匆忙地，仓促地,匆猝,草草,率尔",4
9542,cactus,仙人掌,4
9544,numb,"麻木的，失去感觉的,无动于衷的，没感情的,使麻木，使麻痹",4
9545,pluralism,"多元化，多元主义,多元性（不同种族、不同政治或宗教信仰的多种群体共存）,兼职",4
9547,hebrew,"希伯来人，犹太人,希伯来语,希伯来人的,希伯来语的",4
9548,warden,"看守人，看门人,[史]州长，县长,典狱官,<英>校长",4
9549,famously,著名地，出名地,4
9551,racially,按人种地，人种上,4
9552,willingly,愿意地，乐意地,4
9553,miraculous,"奇迹般的,不可思议的,神奇",4
9554,socialization,"社会化，社会主义化,公有化",4
9556,tyranny,"暴虐,专横,暴行",4
9557,heavenly,"神圣的,天空的,天国的,庄严的,无比，极其",4
9558,pouch,"小袋,烟草袋,育儿袋,（使）成为袋状,把…装入袋中,吞进",4
9559,gravitational,"万有引力的，重力的,地心吸力的",4
9560,cupboard,"橱柜,衣柜,食物柜,壁橱",4
9561,unnoticed,"未被觉察到的，未被注意到的,不受人注意的，被忽视的,没人理睬的",4
9562,crackdown,"压迫，镇压,打击，制裁,强制取缔",4
9564,breadth,"宽度,宽容,（知识、兴趣等的）广泛",4
9565,amazement,"惊奇，惊愕，诧异,[废语] 迷惑，困惑",4
9567,extinct,"灭绝的,绝种的,消逝的,破灭的",4
9568,gangster,"匪徒，歹徒,流氓,恶棍",4
9569,vividly,"生动地,逼真地,鲜明地,活泼地",4
9570,orphanage,"孤儿院,孤儿身份",4
9571,muted,（声音）减弱的，变得轻柔的； （尤指感情的表达）缓和的，温和的,4
9572,twenty-one,二十一，二十一个所成之一组,4
9573,cloning,"无性（繁殖）系化，纯系化,（使某物）无性繁殖( clone的现在分词 )",4
9575,sterile,"不毛的，贫瘠的,不生育的,无菌的,无效果的",4
9576,networking,"网络化,[计]网络系统,人际网",4
9577,gorilla,"大猩猩,<口>暴徒，打手",4
9578,refinery,"精炼厂,精炼设备,提炼厂,冶炼厂",4
9579,cherokee,切罗基族（北美易洛魁人的一支）人,4
9580,impetus,"动力,促进,势头,声势",4
9581,lad,"少年，小伙子,〈口〉伙伴，老朋友,〈英〉管赛马房的马夫,〈俚〉情人",4
9582,scurry,"急匆匆地走,使急赶,催促,快步急跑，疾走,仓皇奔跑声,骤雨，骤雪,短距离赛马",4
9583,futile,"无效的，无用的,没有出息的,琐碎的，无关紧要的,一场空",4
9584,caring,"关心的,有同情心的,关心(care的现在分词)",4
9585,residency,"住所,（实习医师的）高级专科住院实习期",4
9586,self-determination,"自己决定,民族自决,[哲]（强调意志自由的）自我决定",4
9588,cutter,"切削者，切割机,独桅纵帆船,小艇，小型武装快艇,轻便雪橇",4
9589,salty,"含盐的,咸的,辛辣的",4
9590,hanging,"绞死,绞刑,（墙上装饰用的）帘子,帷幔,应处以死刑的,量刑偏重的,悬( hang的现在分词 ),（被）绞死,贴,逗留",4
9592,assimilation,"（食物等的）吸收,消化,（被）吸收或同化的过程,[生理]同化作用",4
9593,conspicuous,"明显的,显而易见的,惹人注意的,显目",4
9594,invasive,"侵略性的，侵害的,攻击性的,扩散性的，蔓延性的",4
9595,plump,"丰满的,肥胖的,丰富的,充裕的,突然地，猛地,（使）圆胖,（使）鼓起,（使）突然沉重地落下,扑通声,〈英〉阵雨,群",4
9596,bowel,"肠,内部,同情心，怜悯心",4
9597,accused,"被告,指责(accuse的过去式和过去分词),控告,被控告的",4
9598,satin,"缎，缎子,缎子衣服,[纺]缎纹,<俚>杜松子酒,绸缎做的,光滑的,似缎的,对（纸等）作加光处理",4
9599,idol,"偶像，崇拜物,幽灵,谬论,幻觉",4
9600,cultivation,"教养,栽培,耕作,（关系的）培植",4
9601,asshole,"屁眼儿,〈俗〉肛门,令人讨厌的人",4
9603,unilateral,"单边的，一方的,单方有义务的,片面的,仅由一方实行或承担的",4
9605,braid,"发辫,辫子,穗带,编织物,把（头发）编成辫子,把…打缏子,（用饰带等）镶缀,编织",4
9606,one-way,"单行的,单程的,片面的，单方面的",4
9607,hustle,"催促,硬挤，乱推,硬逼，逼使,强夺,赶紧,硬挤过去,拼命挣钱,忙碌，奔忙,挤，推,拥挤喧嚷",4
9608,ballad,"民谣，尤指叙事歌谣,民歌,[音]伤感的情歌",4
9609,reshape,"重塑,给…以新形态,采取新形式,打开新局面",4
9610,stud,"种马,大头钉,（衣袖等的）饰钮,[建]壁骨,用饰钮装饰,散布,用壁骨支撑",4
9611,barefoot,"赤脚的,光着脚的,赤着脚地",4
9612,posit,假定，设想，假设,4
9613,ordinarily,"平常地,通常地,一般地,按说",4
9614,tenor,"稳定的进程,要旨,男高音,票据的限期,男高音的",4
9616,platoon,"<军>排，团,一群，一组,〈美〉警察队",4
9617,placebo,"安慰剂,宽心话,为死者所诵的晚祷词,（试验药物用的）无效对照剂",4
9618,shady,"背阴的,隐蔽的,名声不好的,可疑的",4
9619,losing,"失败的，输的,失败，损失,遗失，失去( lose的现在分词 ),（使）失去（所需要的东西，尤指钱）,（因事故、年老、死亡等）损失,浪费",4
9620,ruthless,"无情的，冷酷的,残忍的,狠,辣",4
9621,magician,"魔术师,巫师,变戏法的人",4
9622,waver,"摇摆,踌躇,动摇,犹豫,挥动者",4
9623,emptiness,"空虚,空腹,无知,无能",4
9626,carcass,"（人或动物的）尸体,（家畜屠宰后的）躯体,骨架，遗骸、残迹等",4
9627,cripple,"使跛,受伤致残,严重削弱,使陷于瘫痪,跛子，瘸子,瘫子，残疾,<美方>杂木丛生的沼地,脚蹬",4
9628,outlaw,"歹徒，亡命之徒,逃犯,被剥夺法律保护者，丧失公权者,烈马,宣布…为不合法,将…放逐,剥夺…的法律保护",4
9629,state-of-the-art,"使用最先进技术的,体现最高水平的",4
9630,ecstasy,"狂喜,出神，忘形,无法自控的情绪,迷幻药",4
9631,radius,"半径（距离）,用半径度量的圆形面积,半径范围,桡骨",4
9632,footing,"立场，基础,关系，交情,立足点",4
9633,prophecy,"预言,预言能力,预言书",4
9634,broom,"扫帚,金雀花,[无线]自动搜索干扰振荡器,扫除,用扫帚扫,桩顶开花或开裂",4
9635,trendy,"时髦的，赶时髦的，追随时髦的,时髦人物，赶时髦的人,领导时尚的人",4
